thermal_source_id,mgrs_tile,last_seen,sentinel_id,sensing_time,scene_date,cloud_cover,date_difference_days,status,file_path,file_size_kb,evidence_available,evidence_quality,satellite_image_path
0,T46QGE,2026-06-01,S2C_MSIL2A_20260718T040541_N0512_R047_T46QGE_20260718T070313,2026-07-18 04:05:41.025,2026-07-18,22.33,47.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260718T040541_N0512_R047_T46QGE_20260718T070313.jpg,40.19,True,WEAK,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260718T040541_N0512_R047_T46QGE_20260718T070313.jpg
1,T44QNH,2026-06-05,S2A_MSIL2A_20260605T050231_N0512_R119_T44QNH_20260605T100518,2026-06-05 05:02:31.024,2026-06-05,25.34,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QNH_20260605T100518.jpg,30.09,True,GOOD,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QNH_20260605T100518.jpg
2,T44QNH,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNH_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,1.94,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNH_20260601T085256.jpg,11.34,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNH_20260601T085256.jpg
3,T45QUC,2026-08-26,S2B_MSIL2A_20260625T044659_N0512_R076_T45QUC_20260625T082801,2026-06-25 04:46:59.024,2026-06-25,29.91,62.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260625T044659_N0512_R076_T45QUC_20260625T082801.jpg,39.03,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260625T044659_N0512_R076_T45QUC_20260625T082801.jpg
4,T44QNH,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNH_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,1.94,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNH_20260601T085256.jpg,11.34,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNH_20260601T085256.jpg
5,T45QUD,2026-08-27,S2B_MSIL2A_20260615T044659_N0512_R076_T45QUD_20260615T083228,2026-06-15 04:46:59.024,2026-06-15,4.87,73.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260615T044659_N0512_R076_T45QUD_20260615T083228.jpg,25.76,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260615T044659_N0512_R076_T45QUD_20260615T083228.jpg
6,T45QTD,2026-06-01,S2B_MSIL2A_20260605T044659_N0512_R076_T45QTD_20260605T083347,2026-06-05 04:46:59.024,2026-06-05,11.49,4.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260605T044659_N0512_R076_T45QTD_20260605T083347.jpg,25.41,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260605T044659_N0512_R076_T45QTD_20260605T083347.jpg
7,T45QTD,2026-06-01,S2B_MSIL2A_20260605T044659_N0512_R076_T45QTD_20260605T083347,2026-06-05 04:46:59.024,2026-06-05,11.49,4.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260605T044659_N0512_R076_T45QTD_20260605T083347.jpg,25.41,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260605T044659_N0512_R076_T45QTD_20260605T083347.jpg
8,T44QNJ,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,15.41,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg,17.96,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg
9,T45QTD,2026-08-22,S2B_MSIL2A_20260615T044659_N0512_R076_T45QTD_20260615T083228,2026-06-15 04:46:59.024,2026-06-15,3.95,68.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260615T044659_N0512_R076_T45QTD_20260615T083228.jpg,28.23,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260615T044659_N0512_R076_T45QTD_20260615T083228.jpg
10,T44QNJ,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,15.41,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg,17.96,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QNJ_20260601T085256.jpg
12,T45QUD,2026-08-27,S2B_MSIL2A_20260615T044659_N0512_R076_T45QUD_20260615T083228,2026-06-15 04:46:59.024,2026-06-15,4.87,73.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260615T044659_N0512_R076_T45QUD_20260615T083228.jpg,25.76,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260615T044659_N0512_R076_T45QUD_20260615T083228.jpg
13,T44QMJ,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,2.73,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg,28.01,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QMJ_20260601T085256.jpg
14,T44QQJ,2026-06-01,S2C_MSIL2A_20260603T045701_N0512_R119_T44QQJ_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.45,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QQJ_20260603T100112.jpg,27.62,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QQJ_20260603T100112.jpg
15,T44QQJ,2026-06-01,S2C_MSIL2A_20260603T045701_N0512_R119_T44QQJ_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.45,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QQJ_20260603T100112.jpg,27.62,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QQJ_20260603T100112.jpg
16,T44QQJ,2026-06-03,S2C_MSIL2A_20260603T045701_N0512_R119_T44QQJ_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.45,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QQJ_20260603T100112.jpg,27.62,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QQJ_20260603T100112.jpg
17,T47QKE,2026-06-01,S2C_MSIL2A_20260605T035541_N0512_R004_T47QKE_20260605T084621,2026-06-05 03:55:41.025,2026-06-05,28.14,4.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260605T035541_N0512_R004_T47QKE_20260605T084621.jpg,28.52,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260605T035541_N0512_R004_T47QKE_20260605T084621.jpg
18,T44QPK,2026-06-09,S2C_MSIL2A_20260613T045701_N0512_R119_T44QPK_20260613T095409,2026-06-13 04:57:01.024,2026-06-13,1.21,4.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260613T045701_N0512_R119_T44QPK_20260613T095409.jpg,32.2,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260613T045701_N0512_R119_T44QPK_20260613T095409.jpg
19,T44QPK,2026-06-15,S2C_MSIL2A_20260613T045701_N0512_R119_T44QPK_20260613T095409,2026-06-13 04:57:01.024,2026-06-13,1.21,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260613T045701_N0512_R119_T44QPK_20260613T095409.jpg,32.2,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260613T045701_N0512_R119_T44QPK_20260613T095409.jpg
20,T44QPK,2026-06-01,S2C_MSIL2A_20260603T045701_N0512_R119_T44QPK_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.03,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPK_20260603T100112.jpg,28.27,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPK_20260603T100112.jpg
21,T44QPK,2026-06-01,S2C_MSIL2A_20260603T045701_N0512_R119_T44QPK_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.03,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPK_20260603T100112.jpg,28.27,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QPK_20260603T100112.jpg
22,T44QQK,2026-06-01,S2C_MSIL2A_20260603T045701_N0512_R119_T44QQK_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.4,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QQK_20260603T100112.jpg,31.42,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44QQK_20260603T100112.jpg
23,T44QPK,2026-06-08,S2A_MSIL2A_20260605T050231_N0512_R119_T44QPK_20260605T100518,2026-06-05 05:02:31.024,2026-06-05,6.39,3.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QPK_20260605T100518.jpg,29.89,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260605T050231_N0512_R119_T44QPK_20260605T100518.jpg
24,T45QWE,2026-08-29,S2C_MSIL2A_20260617T043701_N0512_R033_T45QWE_20260617T092754,2026-06-17 04:37:01.025,2026-06-17,20.98,73.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260617T043701_N0512_R033_T45QWE_20260617T092754.jpg,29.19,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260617T043701_N0512_R033_T45QWE_20260617T092754.jpg
25,T44QLK,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T44QLK_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,16.29,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLK_20260601T085256.jpg,28.56,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QLK_20260601T085256.jpg
26,T44QML,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T44QML_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,17.18,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QML_20260601T085256.jpg,31.97,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44QML_20260601T085256.jpg
28,T45QVG,2026-08-23,S2B_MSIL2A_20260625T044659_N0512_R076_T45QVG_20260625T083525,2026-06-25 04:46:59.024,2026-06-25,14.17,59.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260625T044659_N0512_R076_T45QVG_20260625T083525.jpg,28.22,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260625T044659_N0512_R076_T45QVG_20260625T083525.jpg
29,T45QVG,2026-08-23,S2B_MSIL2A_20260625T044659_N0512_R076_T45QVG_20260625T083525,2026-06-25 04:46:59.024,2026-06-25,14.17,59.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260625T044659_N0512_R076_T45QVG_20260625T083525.jpg,28.22,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260625T044659_N0512_R076_T45QVG_20260625T083525.jpg
30,T45QTG,2026-08-20,S2C_MSIL2A_20260812T045701_N0512_R119_T45QTG_20260812T100317,2026-08-12 04:57:01.025,2026-08-12,27.16,8.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260812T045701_N0512_R119_T45QTG_20260812T100317.jpg,30.35,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260812T045701_N0512_R119_T45QTG_20260812T100317.jpg
31,T44RPN,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T44RPN_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,0.68,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44RPN_20260601T085256.jpg,19.59,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44RPN_20260601T085256.jpg
32,T44RPN,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T44RPN_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,0.68,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44RPN_20260601T085256.jpg,19.59,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44RPN_20260601T085256.jpg
36,T47RKK,2026-06-01,S2C_MSIL2A_20260807T040541_N0512_R047_T47RKK_20260807T070013,2026-08-07 04:05:41.025,2026-08-07,29.4,67.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260807T040541_N0512_R047_T47RKK_20260807T070013.jpg,43.28,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260807T040541_N0512_R047_T47RKK_20260807T070013.jpg
37,T44RPN,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T44RPN_20260601T085256,2026-06-01 05:06:49.024,2026-06-01,0.68,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44RPN_20260601T085256.jpg,19.59,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44RPN_20260601T085256.jpg
38,T45RTK,2026-06-01,S2C_MSIL2A_20260603T045701_N0512_R119_T45RTK_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,0.06,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T45RTK_20260603T100112.jpg,31.09,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T45RTK_20260603T100112.jpg
39,T45RWK,2026-06-01,S2B_MSIL2A_20260602T043659_N0512_R033_T45RWK_20260602T081357,2026-06-02 04:36:59.024,2026-06-02,11.37,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260602T043659_N0512_R033_T45RWK_20260602T081357.jpg,16.23,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260602T043659_N0512_R033_T45RWK_20260602T081357.jpg
40,T45RWK,2026-06-01,S2B_MSIL2A_20260602T043659_N0512_R033_T45RWK_20260602T081357,2026-06-02 04:36:59.024,2026-06-02,11.37,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260602T043659_N0512_R033_T45RWK_20260602T081357.jpg,16.23,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260602T043659_N0512_R033_T45RWK_20260602T081357.jpg
41,T45RWK,2026-06-01,S2B_MSIL2A_20260602T043659_N0512_R033_T45RWK_20260602T081357,2026-06-02 04:36:59.024,2026-06-02,11.37,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260602T043659_N0512_R033_T45RWK_20260602T081357.jpg,16.23,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260602T043659_N0512_R033_T45RWK_20260602T081357.jpg
46,T46RGR,2026-06-01,S2B_MSIL2A_20260706T041549_N0512_R090_T46RGR_20260706T063050,2026-07-06 04:15:49.024,2026-07-06,9.98,35.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260706T041549_N0512_R090_T46RGR_20260706T063050.jpg,28.23,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260706T041549_N0512_R090_T46RGR_20260706T063050.jpg
47,T46RGR,2026-08-11,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGR_20260810T071116,2026-08-10 04:15:51.025,2026-08-10,20.59,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGR_20260810T071116.jpg,33.85,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGR_20260810T071116.jpg
48,T46RGS,2026-06-01,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,2026-08-10 04:15:51.025,2026-08-10,27.19,70.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,37.37,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg
49,T46RGS,2026-06-01,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,2026-08-10 04:15:51.025,2026-08-10,27.19,70.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,37.37,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg
50,T46RGS,2026-08-11,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,2026-08-10 04:15:51.025,2026-08-10,27.19,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,37.37,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg
51,T46RGS,2026-08-11,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,2026-08-10 04:15:51.025,2026-08-10,27.19,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,37.37,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg
52,T46RGS,2026-06-01,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,2026-08-10 04:15:51.025,2026-08-10,27.19,70.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,37.37,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg
53,T46RGS,2026-06-01,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,2026-08-10 04:15:51.025,2026-08-10,27.19,70.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,37.37,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg
54,T46RGS,2026-06-01,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,2026-08-10 04:15:51.025,2026-08-10,27.19,70.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,37.37,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg
55,T46RGS,2026-06-01,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,2026-08-10 04:15:51.025,2026-08-10,27.19,70.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,37.37,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg
56,T46RGS,2026-06-01,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,2026-08-10 04:15:51.025,2026-08-10,27.19,70.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,37.37,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg
57,T46RGS,2026-06-01,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,2026-08-10 04:15:51.025,2026-08-10,27.19,70.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,37.37,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg
58,T46RGS,2026-06-01,S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116,2026-08-10 04:15:51.025,2026-08-10,27.19,70.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg,37.37,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260810T041551_N0512_R090_T46RGS_20260810T071116.jpg
61,T46RCT,2026-06-01,S2B_MSIL2A_20260602T043659_N0512_R033_T46RCT_20260602T081357,2026-06-02 04:36:59.024,2026-06-02,16.88,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260602T043659_N0512_R033_T46RCT_20260602T081357.jpg,14.75,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260602T043659_N0512_R033_T46RCT_20260602T081357.jpg
62,T44NMN,2026-06-01,S2B_MSIL2A_20260625T050559_N0512_R076_T44NMN_20260625T082928,2026-06-25 05:05:59.024,2026-06-25,21.3,24.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260625T050559_N0512_R076_T44NMN_20260625T082928.jpg,23.57,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260625T050559_N0512_R076_T44NMN_20260625T082928.jpg
64,T43PHK,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T43PHK_20260601T085146,2026-06-01 05:06:49.024,2026-06-01,1.55,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PHK_20260601T085146.jpg,14.46,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PHK_20260601T085146.jpg
65,T43PHK,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T43PHK_20260601T085146,2026-06-01 05:06:49.024,2026-06-01,1.55,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PHK_20260601T085146.jpg,14.46,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PHK_20260601T085146.jpg
66,T43PHL,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T43PHL_20260601T085146,2026-06-01 05:06:49.024,2026-06-01,22.24,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PHL_20260601T085146.jpg,26.24,True,GOOD,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PHL_20260601T085146.jpg
67,T43PHL,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T43PHL_20260601T085146,2026-06-01 05:06:49.024,2026-06-01,22.24,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PHL_20260601T085146.jpg,26.24,True,GOOD,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T43PHL_20260601T085146.jpg
69,T44PKR,2026-06-01,S2B_MSIL2A_20260601T050649_N0512_R019_T44PKR_20260601T085146,2026-06-01 05:06:49.024,2026-06-01,11.7,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44PKR_20260601T085146.jpg,14.41,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260601T050649_N0512_R019_T44PKR_20260601T085146.jpg
72,T44PKS,2026-06-01,S2C_MSIL2A_20260603T045701_N0512_R119_T44PKS_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,3.09,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44PKS_20260603T100112.jpg,21.05,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44PKS_20260603T100112.jpg
73,T43PGN,2026-06-01,S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512,2026-06-28 05:12:41.024,2026-06-28,23.94,27.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512.jpg,40.75,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512.jpg
74,T43PGN,2026-06-01,S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512,2026-06-28 05:12:41.024,2026-06-28,23.94,27.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512.jpg,40.75,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512.jpg
75,T43PHN,2026-06-01,S2A_MSIL2A_20260628T051241_N0512_R019_T43PHN_20260628T101512,2026-06-28 05:12:41.024,2026-06-28,8.98,27.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PHN_20260628T101512.jpg,35.25,True,MODERATE,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PHN_20260628T101512.jpg
76,T44PKT,2026-06-01,S2C_MSIL2A_20260603T045701_N0512_R119_T44PKT_20260603T100112,2026-06-03 04:57:01.025,2026-06-03,29.21,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44PKT_20260603T100112.jpg,14.33,True,GOOD,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260603T045701_N0512_R119_T44PKT_20260603T100112.jpg
