thermal_source_id,mgrs_tile,last_seen,sentinel_id,sensing_time,scene_date,cloud_cover,date_difference_days,status,file_path,file_size_kb,evidence_available,evidence_quality,satellite_image_path
14946,T44QQE,2026-08-20,S2C_MSIL2A_20260809T044701_N0512_R076_T44QQE_20260809T092712,2026-08-09 04:47:01.025,2026-08-09,23.8,11.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260809T044701_N0512_R076_T44QQE_20260809T092712.jpg,18.08,True,MODERATE,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260809T044701_N0512_R076_T44QQE_20260809T092712.jpg
14947,T42RWP,2026-08-20,S2B_MSIL2A_20260825T055629_N0512_R091_T42RWP_20260825T080255,2026-08-25 05:56:29.024,2026-08-25,12.85,5.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260825T055629_N0512_R091_T42RWP_20260825T080255.jpg,37.63,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260825T055629_N0512_R091_T42RWP_20260825T080255.jpg
14948,T42RVR,2026-08-20,S2C_MSIL2A_20260820T055631_N0512_R091_T42RVR_20260820T090013,2026-08-20 05:56:31.025,2026-08-20,1.26,0.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260820T055631_N0512_R091_T42RVR_20260820T090013.jpg,44.19,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260820T055631_N0512_R091_T42RVR_20260820T090013.jpg
14949,T43RDN,2026-08-20,S2B_MSIL2A_20260819T053639_N0512_R005_T43RDN_20260819T091716,2026-08-19 05:36:39.024,2026-08-19,22.47,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260819T053639_N0512_R005_T43RDN_20260819T091716.jpg,39.67,True,GOOD,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260819T053639_N0512_R005_T43RDN_20260819T091716.jpg
14950,T42RYT,2026-08-20,S2B_MSIL2A_20260822T054629_N0512_R048_T42RYT_20260822T075335,2026-08-22 05:46:29.024,2026-08-22,0.07,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260822T054629_N0512_R048_T42RYT_20260822T075335.jpg,36.55,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260822T054629_N0512_R048_T42RYT_20260822T075335.jpg
14951,T43RCP,2026-08-20,S2B_MSIL2A_20260819T053639_N0512_R005_T43RCP_20260819T091716,2026-08-19 05:36:39.024,2026-08-19,5.09,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260819T053639_N0512_R005_T43RCP_20260819T091716.jpg,28.68,True,STRONG,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260819T053639_N0512_R005_T43RCP_20260819T091716.jpg
14952,T45QWF,2026-08-20,S2C_MSIL2A_20260617T043701_N0512_R033_T45QWF_20260617T092754,2026-06-17 04:37:01.025,2026-06-17,21.6,64.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260617T043701_N0512_R033_T45QWF_20260617T092754.jpg,28.74,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260617T043701_N0512_R033_T45QWF_20260617T092754.jpg
14953,T45QUE,2026-08-20,S2C_MSIL2A_20260620T044701_N0512_R076_T45QUE_20260620T091811,2026-06-20 04:47:01.025,2026-06-20,27.68,61.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260620T044701_N0512_R076_T45QUE_20260620T091811.jpg,29.71,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260620T044701_N0512_R076_T45QUE_20260620T091811.jpg
14954,T44PLB,2026-08-20,S2B_MSIL2A_20260810T050649_N0512_R019_T44PLB_20260810T085431,2026-08-10 05:06:49.024,2026-08-10,25.55,10.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260810T050649_N0512_R019_T44PLB_20260810T085431.jpg,26.69,True,MODERATE,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260810T050649_N0512_R019_T44PLB_20260810T085431.jpg
14955,T44NNN,2026-08-20,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNN_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,1.62,1.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNN_20260819T091316.jpg,22.78,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNN_20260819T091316.jpg
14956,T43QCB,2026-08-20,S2B_MSIL2A_20260617T052649_N0512_R105_T43QCB_20260617T104156,2026-06-17 05:26:49.024,2026-06-17,25.43,64.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260617T052649_N0512_R105_T43QCB_20260617T104156.jpg,37.65,True,HISTORICAL_ONLY,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260617T052649_N0512_R105_T43QCB_20260617T104156.jpg
14957,T43PGN,2026-08-20,S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512,2026-06-28 05:12:41.024,2026-06-28,23.94,53.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512.jpg,40.75,True,WEAK,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260628T051241_N0512_R019_T43PGN_20260628T101512.jpg
14959,T44PKV,2026-08-20,S2B_MSIL2A_20260711T050649_N0512_R019_T44PKV_20260711T085428,2026-07-11 05:06:49.024,2026-07-11,21.14,40.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260711T050649_N0512_R019_T44PKV_20260711T085428.jpg,37.16,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260711T050649_N0512_R019_T44PKV_20260711T085428.jpg
14960,T44NNN,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNN_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,1.62,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNN_20260819T091316.jpg,22.78,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNN_20260819T091316.jpg
14961,T44NNN,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNN_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,1.62,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNN_20260819T091316.jpg,22.78,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNN_20260819T091316.jpg
14962,T44NNP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,0.18,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg,22.83,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg
14963,T44NNP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,0.18,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg,22.83,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg
14964,T44NNP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,0.18,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg,22.83,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg
14965,T44NNP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,0.18,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg,22.83,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg
14966,T44NNP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,0.18,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg,22.83,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg
14967,T44NMP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,10.34,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316.jpg,16.64,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316.jpg
14968,T44NNP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,0.18,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg,22.83,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg
14969,T44NMP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,10.34,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316.jpg,16.64,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316.jpg
14970,T44NMP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,10.34,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316.jpg,16.64,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316.jpg
14971,T44NNP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,0.18,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg,22.83,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg
14972,T44NMP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,10.34,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316.jpg,16.64,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316.jpg
14973,T44NMP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,10.34,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316.jpg,16.64,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316.jpg
14974,T44NMP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,10.34,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316.jpg,16.64,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NMP_20260819T091316.jpg
14975,T44NNP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,0.18,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg,22.83,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg
14976,T44NNP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,0.18,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg,22.83,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg
14977,T44NNP,2026-08-21,S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316,2026-08-19 05:06:01.025,2026-08-19,0.18,2.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg,22.83,True,STRONG,data/raw/sentinel2/quicklooks\S2C_MSIL2A_20260819T050601_N0512_R076_T44NNP_20260819T091316.jpg
14982,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14983,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14984,T44PMQ,2026-08-28,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,51.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14985,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14986,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14987,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14988,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14989,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14990,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14991,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14992,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14993,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14994,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14995,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14996,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14997,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14998,T44PMQ,2026-08-28,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,51.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
14999,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
15000,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
15001,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
15002,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
15003,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
15004,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
15005,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
15006,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
15007,T44PMQ,2026-08-21,S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403,2026-07-08 04:56:59.024,2026-07-08,14.0,44.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg,39.48,True,WEAK,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260708T045659_N0512_R119_T44PMQ_20260708T084403.jpg
15008,T44PMR,2026-08-21,S2B_MSIL2A_20260827T045659_N0512_R119_T44PMR_20260827T084453,2026-08-27 04:56:59.024,2026-08-27,25.28,6.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260827T045659_N0512_R119_T44PMR_20260827T084453.jpg,28.57,True,GOOD,data/raw/sentinel2/quicklooks\S2B_MSIL2A_20260827T045659_N0512_R119_T44PMR_20260827T084453.jpg
15009,T44PKR,2026-08-21,S2A_MSIL2A_20260817T051241_N0512_R019_T44PKR_20260817T101210,2026-08-17 05:12:41.024,2026-08-17,13.66,4.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260817T051241_N0512_R019_T44PKR_20260817T101210.jpg,16.4,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260817T051241_N0512_R019_T44PKR_20260817T101210.jpg
15010,T44PKR,2026-08-21,S2A_MSIL2A_20260817T051241_N0512_R019_T44PKR_20260817T101210,2026-08-17 05:12:41.024,2026-08-17,13.66,4.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260817T051241_N0512_R019_T44PKR_20260817T101210.jpg,16.4,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260817T051241_N0512_R019_T44PKR_20260817T101210.jpg
15011,T44PKR,2026-08-21,S2A_MSIL2A_20260817T051241_N0512_R019_T44PKR_20260817T101210,2026-08-17 05:12:41.024,2026-08-17,13.66,4.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260817T051241_N0512_R019_T44PKR_20260817T101210.jpg,16.4,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260817T051241_N0512_R019_T44PKR_20260817T101210.jpg
15012,T44PKR,2026-08-21,S2A_MSIL2A_20260817T051241_N0512_R019_T44PKR_20260817T101210,2026-08-17 05:12:41.024,2026-08-17,13.66,4.0,DOWNLOADED,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260817T051241_N0512_R019_T44PKR_20260817T101210.jpg,16.4,True,STRONG,data/raw/sentinel2/quicklooks\S2A_MSIL2A_20260817T051241_N0512_R019_T44PKR_20260817T101210.jpg
